code,status,codeforiati:registry-identifier,codeforiati:organisation-type-code,codeforiati:organisation-type,codeforiati:hq-country-or-region
GB-COH-10633588,active,abtbritain,70,Private Sector,United Kingdom
GB-CHC-213280,active,rcog_resilience_in_obstetric_skills,80,"Academic, Training and Research",United Kingdom
KE-KRA-P051311853T,active,nrt-kenya,22,National NGO,Kenya
GB-CHC-1047608,active,alliance_of_religions_and_conservation,21,International NGO,United Kingdom
BD-NAB-051,active,ywcabd,22,National NGO,Bangladesh
XI-IATI-MIF,active,fomin,40,Multilateral,United States
IE-CHY-20009090,active,concern_worldwide,21,International NGO,Ireland
XM-OCHA-FTS18563,active,sfd-yemen,15,Other Public Sector,Yemen
US-EIN-63-0676451,active,ifdc-us,21,International NGO,United States
US-EIN-134166228,active,acumen,21,International NGO,United States
GB-CHC-1046579,active,csc,21,International NGO,United Kingdom
IN-MHA-147110006,active,cini_jhk,22,National NGO,India
SE-ON-802007-2446,active,afrikagrupperna,21,International NGO,Sweden
XI-IATI-OCHASDC,active,unocha-sdc,40,Multilateral,United States
GB-COH-04930461,active,concordis,21,International NGO,United Kingdom
CR-RPJ-3-006-125548,active,fundacion-acceso,23,Regional NGO,Costa Rica
US-EIN-91-1157127,active,_path_,21,International NGO,United States
DE-CR-VR32914,active,win,21,International NGO,Germany
IL-RA-580166452,active,mmr_admin2,80,"Academic, Training and Research",Israel
AF-MOE-22,active,ciafg,21,International NGO,Afghanistan
GB-COH-02622374,active,energy_saving_trust,15,Other Public Sector,United Kingdom
PK-SEC-0080655,active,dkt,70,Private Sector,Pakistan
XI-GRID-grid.442465.5,active,m_u,80,"Academic, Training and Research","Tanzania, United Republic of"
US-EIN-32-0060251,active,aidspan,21,International NGO,United States
KE-KRA-P051119468K,active,kmet,22,National NGO,Kenya
XM-DAC-45001,active,itc,21,International NGO,Switzerland
AU-ACNC-18055208636,active,oau,21,International NGO,Australia
FR-RCS-389515180,active,solidarites-international,21,International NGO,France
US-EIN-23-1352010,active,afsc,80,"Academic, Training and Research",United States
XI-GRID-grid.52681.38,active,bu,80,"Academic, Training and Research",Bangladesh
KE-RCO-84486,active,ti_kenya,22,National NGO,Kenya
GB-CHC-1151219,active,dki1151219,21,International NGO,United Kingdom
LB-MOI-853,active,avt-l,22,National NGO,Lebanon
IQ-NGO-1Z2634,active,reach-iraq,22,National NGO,Iraq
XM-DAC-41121,active,unhcr,40,Multilateral,Switzerland
XM-DAC-701-2,active,mofa-jpn,10,Government,Japan
XI-IATI-AGR,active,agresults,40,Multilateral,(No country assigned)
BJ-IFU-4201710116446,active,ine_benin,80,"Academic, Training and Research",Benin
BJ-IFU-4201710182326,active,anaepmr_benin,10,Government,Benin
NL-KVK-70292388,active,iif,60,Foundation,Netherlands
BJ-IFU-4201710012551,active,dangbo,15,Other Public Sector,Benin
BJ-IFU-6201810251129,active,adjarra,15,Other Public Sector,Benin
BJ-IFU-6201000068802,active,parakou,15,Other Public Sector,Benin
BJ-IFU-5200081145006,active,toffo,15,Other Public Sector,Benin
BJ-IFU-6200901945503,active,toviklin,15,Other Public Sector,Benin
BJ-IFU-6201101182902,active,kpomasse,15,Other Public Sector,Benin
BJ-IFU-6200801257400,active,ze,15,Other Public Sector,Benin
BJ-IFU-6201501755307,active,allada,15,Other Public Sector,Benin
BJ-IFU-6201001076902,active,aplahoue,15,Other Public Sector,Benin
BJ-IFU-6200901944805,active,lalo,15,Other Public Sector,Benin
BJ-IFU-6200901851300,active,ketou,15,Other Public Sector,Benin
BJ-IFU-5200801335602,active,adjohoun,15,Other Public Sector,Benin
BJ-IFU-6200901944008,active,adja-ouere,15,Other Public Sector,Benin
BJ-IFU-6201200579608,active,pobe,15,Other Public Sector,Benin
BJ-IFU-6200901944209,active,bopa,15,Other Public Sector,Benin
BJ-IFU-6201001843703,active,akpro-misserete,15,Other Public Sector,Benin
BJ-IFU-6201000370801,active,come,15,Other Public Sector,Benin
BJ-IFU-6201300688700,active,avrankou,15,Other Public Sector,Benin
BJ-IFU-6201100143407,active,ifangni,15,Other Public Sector,Benin
SE-ON-802004-1524,active,weeffect,21,International NGO,Sweden
BJ-IFU-6201100034408,active,klouekanme,15,Other Public Sector,Benin
KE-KRA-P051502549C,active,nchrdk,22,National NGO,Kenya
ZA-NPO-006-981,active,issafrica,21,International NGO,South Africa
NP-SWC-10136,active,dhrc_nepal,22,National NGO,Nepal
IN-MCA-AAE-8458,active,dttillp,70,Private Sector,India
UG-NGO-1406,active,defenddefenders,80,"Academic, Training and Research",Uganda
KE-NCB-2180511703310709,active,sac_kenya,22,National NGO,Kenya
NL-KVK-70048436,active,grc2018,60,Foundation,Netherlands
US-EIN-11-3580024,active,ictj,21,International NGO,United States
DK-CVR-19348407,active,cisu,22,National NGO,Denmark
UG-NGB-0498,active,mukisa_foundation,22,National NGO,Uganda
NL-KVK-27367015,active,nwo,10,Government,Netherlands
US-EIN-13-3377893,active,rainforest-alliance,21,International NGO,United States
GB-CHC-1127366,active,b_a_t,21,International NGO,United Kingdom
RW-RGB-002-RGB-NGO-2017,active,edt_rwanda,21,International NGO,Rwanda
GB-CHC-1058162,active,cbm,21,International NGO,United Kingdom
GB-COH-RC000664,active,uni_of_nottingham,80,"Academic, Training and Research",United Kingdom
LK-DRC-GA139,active,wf-asia,23,Regional NGO,Sri Lanka
HK-CR-2091642,active,seefar,70,Private Sector,Hong Kong
GB-CHC-1118528,active,child-dot_org,21,International NGO,(No country assigned)
XI-IATI-DGF,active,dgf,15,Other Public Sector,Uganda
NP-SWC-8220,active,ask,22,National NGO,Nepal
NE-DGI-5355,active,timidria,22,National NGO,Niger
DK-CVR-12006004,active,cku,21,International NGO,Denmark
XI-GRID-grid.9829.a,active,knust,80,"Academic, Training and Research",Ghana
DK-CVR-63407216,active,redbarnet,21,International NGO,Denmark
GB-CHC-1089110,active,globalcanopy,21,International NGO,United Kingdom
NL-KVK-60633468,active,wff,70,Private Sector,Netherlands
GB-COH-10333897,active,pegasys-eu,70,Private Sector,United Kingdom
XM-DAC-21016,active,icrc,40,Multilateral,Switzerland
DK-CVR-40781218,active,wwfdk,60,Foundation,Denmark
DE-CR-RA000220-VR3810,active,whh,21,International NGO,Germany
MZ-NUIT-500004037,active,dps-nampula,10,Government,Mozambique
KE-KRA-P051097200R,active,icipe,80,"Academic, Training and Research",Kenya
DK-CVR-12921047,active,12921047,22,National NGO,Denmark
NL-KVK-27368929,active,universiteit_leiden,80,"Academic, Training and Research",Netherlands
NL-KVK-72849770,active,stichting-subsidiegelden-dra,21,International NGO,Netherlands
KE-RCO-C110031,active,fci,23,Regional NGO,Kenya
ET-CSA-0976,active,dawuro_da,80,"Academic, Training and Research",Ethiopia
DK-CVR-20453672,active,loftf,21,International NGO,Denmark
DK-CVR-18243717,active,aadk,21,International NGO,Denmark
US-EIN-84-1648607,active,educate,21,International NGO,United States
CH-FDJP-CHE232974628,active,rmf,60,Foundation,Switzerland
DK-CVR-14723692,active,missioneast,21,International NGO,Denmark
GB-COH-RC000297,active,kingscollegelondon,80,"Academic, Training and Research",United Kingdom
DK-CVR-16077593,active,di,70,Private Sector,Denmark
NL-KVK-50130536,active,utwente,80,"Academic, Training and Research",Netherlands
DK-CVR-13078513,active,duf,22,National NGO,Denmark
GB-COH-07291220,active,fifty_eight,70,Private Sector,United Kingdom
DK-CVR-58185728,active,dfpa,22,National NGO,Denmark
RW-RGB-61-RGB-NGO-2017,active,aar,22,National NGO,Rwanda
DK-CVR-35429867,active,globaltfokus,22,National NGO,Denmark
CH-FDJP-CHE109506789,active,gichd,60,Foundation,Switzerland
DK-CVR-14766383,active,dpod,22,National NGO,Denmark
GB-UKPRN-10007774,active,oxford,80,"Academic, Training and Research",United Kingdom
GB-CHC-1077216,active,comp_uk,21,International NGO,United Kingdom
GB-CHC-1016676,active,intrac,21,International NGO,United Kingdom
US-EIN-26-3933134,active,shn,21,International NGO,United States
GB-COH-08212556,active,posneg,15,Other Public Sector,United Kingdom
NL-KVK-64763064,active,d4d,70,Private Sector,Netherlands
GB-CHC-1161729,withdrawn,hfc,21,International NGO,United Kingdom
SE-ON-802005-9823,active,wwf-se,21,International NGO,Sweden
US-EIN-91-1148123,active,mcg,21,International NGO,United States
GB-CHC-1108718,active,africanrevival,21,International NGO,United Kingdom
NL-KVK-30276595,active,knmi,10,Government,Netherlands
PK-SEC-0105957,active,sehatkahanicih,70,Private Sector,Pakistan
NL-KVK-70333564,active,mcn,21,International NGO,Netherlands
PE-SUNARP-12623829,active,fimi_iiwf_2019,60,Foundation,Peru
XI-IATI-ACATBA,active,acatba,22,National NGO,Central African Republic
XI-GRID-grid.13001.33,active,1-uz,80,"Academic, Training and Research",Zimbabwe
CH-FDJP-CHE109994012,active,interpeace,21,International NGO,Switzerland
DK-CVR-20700211,active,danishrc,22,National NGO,Denmark
MW-NBM-NGO/L/18/024,active,pacam,22,National NGO,Malawi
MW-MRA-20123139,active,nmhiati,22,National NGO,Malawi
MW-MRA-20120896,active,dgmh,80,"Academic, Training and Research",Malawi
ML-NIF-082208943A,active,gpsp-org,80,"Academic, Training and Research",Mali
MZ-NUIT-700179850,active,plama,22,National NGO,Mozambique
UG-RSB-80010003259159/105066,active,solarnowsofa,70,Private Sector,Uganda
GB-CHC-1145721,active,zoa_uk,21,International NGO,United Kingdom
dk-cvr-26487013,active,ims,21,International NGO,Denmark
US-EIN-22-2852248,active,villageenterprise,21,International NGO,United States
IT-RI-97241280151,active,ww-gvc,21,International NGO,Italy
GB-CHC-1143797,active,sr,22,National NGO,United Kingdom
TR-MOI-27-019-074,active,emissa,22,National NGO,Turkey
US-EIN-52-1818273,active,icnl_org,21,International NGO,United States
US-EIN-13-3622707,active,lbg,70,Private Sector,United States
CA-CRA_ACR-805837713,active,opennorth,21,International NGO,Canada
DK-CVR-20356731,active,plb,21,International NGO,Denmark
NL-KVK-32092131,active,edukans_foundation,21,International NGO,Netherlands
GB-CHC-1027201,active,iwpr,21,International NGO,United Kingdom
GB-CHC-1150993,active,nef-uk,21,International NGO,United Kingdom
FR-INSEE-32101874900127,active,mdm-fr,21,International NGO,France
NG-CAC-54522,active,clerd-prpi,22,National NGO,Nigeria
GB-CHC-1140288,active,fhfuk,21,International NGO,United Kingdom
NL-KVK-34176587,active,rlb,21,International NGO,Netherlands
NL-KVK-41081480,active,slf,22,National NGO,Netherlands
XI-IATI-LPI,active,lpi,22,National NGO,Congo (Democratic Republic of the)
US-EIN-30-0739799,active,ha-i,21,International NGO,United States
JE-FSC-NPO_1108,active,ipe,80,"Academic, Training and Research",United Kingdom
KE-NCB-OP/218/051/924/84,active,aaik,21,International NGO,Kenya
US-EIN-45-5015494,active,instiglio,21,International NGO,United States
NG-CAC-73022,active,ndsicde,22,National NGO,Nigeria
XM-DAC-5-7,active,fo_germany,10,Government,Germany
US-EIN-27-4933181,active,idinsight,21,International NGO,United States
XM-DAC-61-2,active,si-mfa,10,Government,Slovenia
US-EIN-47-3594688,active,gfems,22,National NGO,United States
US-EIN-45-2796201,active,namati_inc,21,International NGO,United States
XI-IATI-NSO,active,nso,80,"Academic, Training and Research",Netherlands
US-EIN-22-3900800,active,vfi,21,International NGO,United States
CA-CRA_ACR-118846575,active,ceci,21,International NGO,Canada
GB-COH-07026479,active,agdevco,70,Private Sector,United Kingdom
XM-DAC-47008,active,worldveg,21,International NGO,Taiwan (Province of China)
GB-CHC-1178168,active,cdacnetwork,21,International NGO,United Kingdom
GH-DSW-1103,active,rains,22,National NGO,Ghana
KE-KRA-P051713416W,active,afelt,80,"Academic, Training and Research",Kenya
DE-CR-RA000217-HRB121747B,active,dri,21,International NGO,Germany
BJ-IFU-5201000673108,active,carebenintogo,21,International NGO,United States
GB-COH-02693163,active,wfd,15,Other Public Sector,United Kingdom
UG-RSB-80010000253134/25060,active,umu,80,"Academic, Training and Research",Uganda
XI-GRID-grid.442626.0,active,guluuni,80,"Academic, Training and Research",Uganda
XI-GRID-grid.442459.a,active,udom,80,"Academic, Training and Research","Tanzania, United Republic of"
KE-KRA-P051542095J,active,liwa-admin,80,"Academic, Training and Research",Kenya
GH-DSW-2000,active,nned,22,National NGO,Ghana
US-EIN-45-4613016,active,alab,22,National NGO,United States
XI-GRID-grid.419346.d,active,ifpri,21,International NGO,United States
GH-RGD-99389,active,oisl_gh,70,Private Sector,Ghana
NG-CAC-1260478,active,silsab1-_,22,National NGO,Nigeria
XI-BRIDGE-6385676864,active,gef,40,Multilateral,United States
KE-NCB-21805120080955572,active,ashoka,21,International NGO,Kenya
GB-CHC-206658,active,whw2019,21,International NGO,United Kingdom
US-EIN-522112460,active,us-imawh,21,International NGO,United States
FR-RCS-78049888700022,active,cidr,21,International NGO,France
GB-COH-RC000749,active,zsl,21,International NGO,United Kingdom
XM-DAC-47080,active,oecd,40,Multilateral,France
ZA-NPO-048-364,active,ssn,21,International NGO,South Africa
CH-FDJP-258577051,active,hqai,21,International NGO,Switzerland
GB-GOV-2,active,hmtfitb,10,Government,United Kingdom
NO-BRC-917687811,active,cepi,21,International NGO,Norway
GB-GOV-15,active,dit,10,Government,United Kingdom
GB-NIC-101412,active,cicni,21,International NGO,United Kingdom
XM-OCHA-HPC3664,active,jrf,22,National NGO,Jordan
XM-OCHA-HPC6770,active,ksrelief291,10,Government,Saudi Arabia
MZ-MOJ-100717344,active,imdmozambique,22,National NGO,Mozambique
GB-CHC-1081769,active,transafrica19,21,International NGO,United Kingdom
CH-FDJP-CHE109947366,active,fh_ch,21,International NGO,Switzerland
GB-CHC-1147298,active,oyw,22,National NGO,United Kingdom
GB-GOV-12,active,dcms,10,Government,United Kingdom
GB-CHC-1117377,active,villagewater,21,International NGO,United Kingdom
FR-RCS-31899089200065,active,acf-fr,21,International NGO,France
CA-CRA_ACR-107848319,active,acfshr,21,International NGO,Canada
NP-IRD-302274734,active,cnepal,21,International NGO,Nepal
US-EIN-13-1804349,active,wei,80,"Academic, Training and Research",United States
PK-VSWA-32-2004,active,tkf1234,22,National NGO,Pakistan
NP-IRD-302113730,active,adra_nepal,21,International NGO,Nepal
IT-CF-95008730160,active,cesvi,21,International NGO,Italy
GB-CHC-282305,active,mrg,21,International NGO,United Kingdom
PE-SUNARP-11744379,active,promsex,23,Regional NGO,Peru
XM-OCHA-HPC8568,active,cis,21,International NGO,Sudan
RW-RGB-77-RGB-NGO-2013,active,hdi,22,National NGO,Rwanda
KE-RCO-105217,active,kepsa,70,Private Sector,Kenya
FR-RCS-83764263600018,active,scm,22,National NGO,France
SS-RRC-004,active,npss,21,International NGO,South Sudan
NL-KVK-31047672,active,twynstragudde,70,Private Sector,Netherlands
ID-KHH-AHU17AH0107,active,elsam,22,National NGO,Indonesia
GB-GOV-52,active,cssf,10,Government,United Kingdom
GB-GOV-50,active,prosperityfund,10,Government,United Kingdom
GB-CHC-1174874,active,rcel,21,International NGO,United Kingdom
CH-FDJP-CHE110141200,active,dndi_transparency,80,"Academic, Training and Research",Switzerland
RW-RRA-103197639,active,gvtc,10,Government,Rwanda
NP-SWC-37725,active,sawdf-admin,80,"Academic, Training and Research",(No country assigned)
NP-SWC-46024,active,acceleratornepal,22,National NGO,Nepal
CA-CRA_ACR-869974816,active,nutritionintl,21,International NGO,Canada
CH-FDJP-CHE-105181636,active,hdcentre,60,Foundation,Switzerland
US-EIN-13-3870223,active,iavi,21,International NGO,United States
KE-RCO-CPR/2011/63463,active,pasgr,80,"Academic, Training and Research",Kenya
NL-KVK-09181221,active,resilience,80,"Academic, Training and Research",Netherlands
NL-KVK-41145371,active,msm-ipd,60,Foundation,Netherlands
GB-COH-06274284,active,carbontrustadvisory,70,Private Sector,United Kingdom
ZA-CIP-2005-028883-23,active,okapiconsulting,21,International NGO,South Africa
NL-KVK-34234456,active,hif,21,International NGO,Netherlands
GB-COH-OC350651,active,montrose_llp,80,"Academic, Training and Research",(No country assigned)
GB-CHC-1013587,active,chanceforchildhood,21,International NGO,United Kingdom
GB-COH-7207947,active,pri_icf,80,"Academic, Training and Research",United Kingdom
NO-BRC-980997278,active,idi,21,International NGO,Norway
JO-MSD-2011101100001,active,josa,22,National NGO,Jordan
NL-KVK-30238214,active,iw_admin,21,International NGO,Netherlands
NG-CAC-83813,active,neem,22,National NGO,Nigeria
US-EIN-23-2220051,active,ide,21,International NGO,United States
FR-RCS-40885667200030,active,tgh,21,International NGO,France
AU-ABN-42097054165,active,lei,70,Private Sector,Australia
US-EIN-20-8530747,active,r4d,21,International NGO,United States
ES-DIR3-EA0035768,active,aecid,10,Government,Spain
GH-DSW-3064,active,aag,22,National NGO,Ghana
NG-CAC-19258,active,cehrd1,21,International NGO,Nigeria
NL-KVK-53744993,active,wba,60,Foundation,Netherlands
CO-CCB-S0052181,active,transforma,22,National NGO,Colombia
YE-MSAL-80/295,active,yffhsd,22,National NGO,Yemen
GB-COH-02863827,active,clientearth-1,21,International NGO,United Kingdom
CH-FDJP-CHE106823242,active,tdh_foundation,21,International NGO,Switzerland
GB-SC-015096,active,uodcepmlp,80,"Academic, Training and Research",United Kingdom
ZW-ROD-MA0000405/2015,active,yai-hub,21,International NGO,Zimbabwe
XM-DAC-47021,active,cip,40,Multilateral,Peru
ET-CSA-3994,active,trig,21,International NGO,Ethiopia
BD-NAB-0210,active,aab,21,International NGO,Bangladesh
US-EIN-45-2779314,active,shiftproject,21,International NGO,United States
KE-KRA-P051155108P,active,knchr,10,Government,Kenya
GB-CHC-290767,active,wjr_001,21,International NGO,United Kingdom
ET-CSA-0062,active,dkt_ethiopia,21,International NGO,Ethiopia
NL-KVK-40407706,active,uvw,15,Other Public Sector,Netherlands
GB-COH-03147724,active,msuk,21,International NGO,United Kingdom
US-EIN-94-3045180,active,ran,21,International NGO,United States
XI-GRID-grid.9783.5,active,dspd_unikin,80,"Academic, Training and Research",Congo (Democratic Republic of the)
GB-CHC-1106156,active,kidasha,21,International NGO,United Kingdom
DE-CR-RA000209-VR1207,active,wv_de,21,International NGO,Germany
IT-CF-00677540288,active,cuamm,21,International NGO,Italy
AT-UID-U74408937,active,ground-truth-solutions,21,International NGO,Austria
GB-CHC-1123241,active,peacedirect,21,International NGO,(No country assigned)
XI-GRID-grid.8193.3,active,udsm-cbs,80,"Academic, Training and Research","Tanzania, United Republic of"
XM-DAC-30009,active,sas_sana,80,"Academic, Training and Research",Switzerland
ET-CSA-0475,active,fgae_ethiopia,22,National NGO,Ethiopia
XM-DAC-576,active,mofaic_uae,10,Government,United Arab Emirates
KE-NCB-2180511304359047,active,pskenya_19,22,National NGO,Kenya
KE-NCB-2180511403539790,active,f2a,21,International NGO,Kenya
UG-NGO-3329,active,aipr,80,"Academic, Training and Research",Uganda
KE-NCB-218051200501953650,active,hri,22,National NGO,Kenya
CN-SAIC-9111010506489375XP,active,ctbeijing,70,Private Sector,China
LB-MOI-6491,active,restartcenter,22,National NGO,Lebanon
GB-CHC-297716,active,bitc,21,International NGO,United Kingdom
GB-CHC-1141552,active,bvf,21,International NGO,United Kingdom
ZA-CIP-2007-0308903-08,active,african_parks,21,International NGO,South Africa
GB-COH-06581421,active,isdglobal,80,"Academic, Training and Research",United Kingdom
ML-NIF-055000335T,active,nef_mali,21,International NGO,Mali
NL-KVK-41186799,active,wecf,21,International NGO,Netherlands
US-EIN-52-5170039,active,crisisgroup,21,International NGO,Belgium
FR-RCS-49962201700014,active,bsf1,21,International NGO,France
SE-ON-802425-8702,active,siwi,21,International NGO,Sweden
GH-RGD-CG077262013,active,ndf_fgm,22,National NGO,Ghana
BD-NAB-2004,active,ciprb,22,National NGO,Bangladesh
XI-BRIDGE-1812689272,active,mailman_school_of_public_health,80,"Academic, Training and Research",United States
US-EIN-04-2103547,active,bu-carbx-admin,80,"Academic, Training and Research",United States
LB-MOI-110,active,rmf-lb,22,National NGO,Lebanon
GB-CHC-1173827,active,accountablenow,21,International NGO,United Kingdom
NL-KVK-30157019,active,larive,70,Private Sector,Netherlands
NG-CAC-57289,active,nacgond-,22,National NGO,Nigeria
FR-RCS-519655997,active,hi_fed,21,International NGO,France
US-EIN-98-0513530,active,agra,21,International NGO,United States
GB-COH-08567792,active,bit,70,Private Sector,United Kingdom
NP-SWC-24,active,nnjs_nepal,22,National NGO,Nepal
KE-KRA-P051161193S,active,ticah,21,International NGO,Kenya
CO-RUE-830140714-1,active,brujula,70,Private Sector,Colombia
XI-GRID-grid.11194.3c,active,maksph,80,"Academic, Training and Research",Uganda
UG-NGB-12317,active,rahuug,22,National NGO,Uganda
GB-COH-08567552,active,ungc-uk,40,Multilateral,United Kingdom
NL-KVK-815165924,active,stc-international,80,"Academic, Training and Research",Netherlands
NP-SWC-17775,active,tlmnepal,22,National NGO,Nepal
LB-MOI-25465,active,fiftyfifty-lb,22,National NGO,Lebanon
GB-CHC-1172875,active,eap,21,International NGO,United Kingdom
XM-DAC-41130,active,unrwa,40,Multilateral,(No country assigned)
BD-NAB-0918,active,cpd,80,"Academic, Training and Research",Bangladesh
KE-KRA-P000634725S,active,femnet,23,Regional NGO,Kenya
CH-FDJP-CHE296622304,active,gi-toc,15,Other Public Sector,Switzerland
BE-BCE_KBO-0434417468,active,codeart,22,National NGO,Belgium
LB-MOI-1-100,active,al_majmoua,22,National NGO,Lebanon
XI-IATI-ESFD,active,esfd,10,Government,Lebanon
JO-CCD-200104681,active,sqf,70,Private Sector,Jordan
AE-HFZA-1526,active,altai,70,Private Sector,United Arab Emirates
CA-CRA_ACR-811793611,active,hgc,22,National NGO,Canada
YE-MSAL-473-2001,active,fcdf,22,National NGO,Yemen
CH-FDJP-CHE331930936,active,gardp,30,Public Private Partnership,Switzerland
US-EIN-47-5049026,active,iyafp,21,International NGO,United States
UG-NGB-1277,active,fowode,22,National NGO,Uganda
RW-RGB-114-RGB-RGO-2013,active,laf,22,National NGO,Rwanda
NL-KVK-30114696,active,palladium_eur,70,Private Sector,Netherlands
NL-KVK-50744984,active,bopinc,60,Foundation,Netherlands
YE-MSAL-18-2013,active,mwatana,22,National NGO,Yemen
GB-CHC-1122330,active,cdp,21,International NGO,United Kingdom
NL-KVK-41169658,active,stichtingfern,21,International NGO,Netherlands
FI-PRO-0998454-4,active,fca,21,International NGO,Finland
GB-COH-06069322,active,dmi_admin,21,International NGO,United Kingdom
NL-KVK-74064800,active,p-t-f-,80,"Academic, Training and Research",Netherlands
US-EIN-13-1740011,active,wcs,21,International NGO,United States
NL-KVK-27186453,active,nwp,60,Foundation,Netherlands
GB-COH-02962250,active,clgf_data,21,International NGO,United Kingdom
NL-KVK-64460789,active,cfm,70,Private Sector,Netherlands
CH-FDJP-CHE251665168,active,ewf,21,International NGO,Switzerland
GB-CHC-1082139,active,trf,60,Foundation,United Kingdom
GB-LAE-LND,active,col-greenfinance,15,Other Public Sector,United Kingdom
GB-CHC-1160263,active,wasteaid,21,International NGO,United Kingdom
GB-COH-RC000660,active,uol,80,"Academic, Training and Research",United Kingdom
GB-CHC-1187935,active,icwrsa,22,National NGO,United Kingdom
GB-CHC-208223,active,riia,80,"Academic, Training and Research",United Kingdom
GB-CHC-1150964,active,inhive,21,International NGO,United Kingdom
GB-CHC-1079752,active,redruk,21,International NGO,United Kingdom
XI-IATI-WBTF,active,wbtf,40,Multilateral,United States
GB-COH-11373728,active,cowateruk,70,Private Sector,United Kingdom
US-EIN-61-1725201,active,field_ready,21,International NGO,United States
GB-UKPRN-10007141,active,uclan,80,"Academic, Training and Research",United Kingdom
ML-NIF-084106436R,active,caeb_mali,22,National NGO,Mali
GB-COH-07840888,active,medafrica,80,"Academic, Training and Research",United Kingdom
CA_ON-ONT-1597880,active,canadem,21,International NGO,Canada
ET-CSA-1351,active,epha,15,Other Public Sector,Ethiopia
NL-KVK-72908114,active,agri3_fund,30,Public Private Partnership,Netherlands
NL-KVK-729081140000,withdrawn,,30,Public Private Partnership,Netherlands
YE-MSAL-49-M-2019,active,scss,22,National NGO,Yemen
MX-RFC-ICM160118IZ1,active,icm_mx,22,National NGO,Mexico
XM-DAC-7-PPR-4000002938,active,gwp,21,International NGO,Sweden
JO-CCD-200006694,active,pfg,22,National NGO,Jordan
ID-KHH-5018112631240040,active,nlr_indonesia,22,National NGO,Indonesia
GB-CHC-1076722,active,traffic,80,"Academic, Training and Research",United Kingdom
US-EIN-81-2339233,active,ylabs,21,International NGO,United States
AM-SRALE-222.160.00823,active,epf,60,Foundation,Armenia
GB-CHC-1177110,active,elrha,21,International NGO,United Kingdom
GB-CHC-206504,active,iiss,80,"Academic, Training and Research",United Kingdom
NL-KVK-30114598,active,rabo_partnerships,70,Private Sector,Netherlands
IE-CHY-20041069,active,ethiopiaidireland,21,International NGO,Ireland
GB-GOV-1,active,fcdo,10,Government,United Kingdom
XM-OCHA-HPC9829,active,impact_initiatives,21,International NGO,Switzerland
US-EIN-82-0644678,active,synergiaihr,21,International NGO,United States
GB-COH-11594545,active,mdp,70,Private Sector,United Kingdom
XI-GRID-grid.7836.a,active,uct,80,"Academic, Training and Research",South Africa
XI-IATI-KHF,active,khf,60,Foundation,Jordan
GB-COH-04465125,active,imperial,80,"Academic, Training and Research",United Kingdom
GB-CHC-1158838,active,tff,21,International NGO,United Kingdom
CA-CRA_ACR-119075091,active,oqc,21,International NGO,Canada
GB-CHC-1175658,active,gsg,21,International NGO,United Kingdom
ID-KHH-6014052331100057,active,kemitraan,22,National NGO,Indonesia
MX-RFC-SLP1412039F3,active,polea,22,National NGO,Mexico
GB-CHC-1166956,active,uk-med,21,International NGO,United Kingdom
JO-CCD-45293,active,sowt,70,Private Sector,Jordan
BD-NAB-2686,active,bylc,22,National NGO,Bangladesh
US-EIN-27-3166994,active,giin,22,National NGO,United States
MX-RFC-IIN920701G55,active,idom_mx,70,Private Sector,Mexico
ID-DJP-312529852906000,active,ajar,23,Regional NGO,Indonesia
GB-UKPRN-10007790,active,uoe,80,"Academic, Training and Research",United Kingdom
KE-KRA-P051335339D,active,afidep,21,International NGO,Kenya
NL-KVK-27363950,active,ser,15,Other Public Sector,Netherlands
GB-COH-10516061,active,cobracollective,21,International NGO,United Kingdom
GB-GOR-OT1175,active,nico,15,Other Public Sector,United Kingdom
NG-CAC-30547,active,paradigm,21,International NGO,Nigeria
JO-MSD-200159274,active,jowomenomics,22,National NGO,Jordan
NL-KVK-09108013,active,ac1999,70,Private Sector,Netherlands
XI-GRID-grid.11835.3e,active,tuos,80,"Academic, Training and Research",United Kingdom
XM-DAC-47015,active,cgiar,80,"Academic, Training and Research",France
UG-RSB-197310,active,fsduganda,22,National NGO,Uganda
ZM-PCR-12015013762,active,prospero,22,National NGO,Zambia
GB-COH-RC000679,active,uoy,80,"Academic, Training and Research",United Kingdom
XM-DAC-41149,active,undco,15,Other Public Sector,United States
GB-COH-02871809,active,globalwitness,21,International NGO,United Kingdom
GB-CHC-1175791,active,gadp,80,"Academic, Training and Research",United Kingdom
US-EIN-042103594,active,jpal,80,"Academic, Training and Research",United States
BI-NIF-4000742330,active,auxfinbi,70,Private Sector,Burundi
MY-SSM-1172311D,active,fs,22,National NGO,Malaysia
UA-EDR-9795443,active,ces-ua,22,National NGO,Ukraine
FR-INSEE-31827645800037,active,afdi-fr,15,Other Public Sector,France
GB-CHC-1017336,active,ejaf,60,Foundation,United Kingdom
GB-CHC-1188731,active,sha,21,International NGO,United Kingdom
BR-CNPJ-14.563.354/0001-50,active,bvrio,21,International NGO,Brazil
NL-KVK-861193660,active,loop,60,Foundation,Netherlands
GB-CHC-1137523,active,pi-uk,80,"Academic, Training and Research",United Kingdom
US-EIN-843236198,active,corus,21,International NGO,United States
US-EIN-52-2135531,active,forest-trends,21,International NGO,United States
GB-CHC-1074857,active,coe-abc,80,"Academic, Training and Research",United Kingdom
GB-COH-02515034,active,ttf,70,Private Sector,United Kingdom
US-EIN-13-4052259,active,mdif,21,International NGO,United States
